Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
10-Apr-14,3264,3264,3186.6,3206.6,3223.326611,53054,8270,171010370,77.4,-57.4
09-Apr-14,3300,3300,3231,3253.1,3245.204161,98726,11672,320386026,69,-46.9
07-Apr-14,3310,3320,3196,3291.25,3281.517405,23585,3563,77394588,124,-18.75
04-Apr-14,3343,3354.75,3303,3315.5,3329.121666,29359,2782,97739683,51.75,-27.5
03-Apr-14,3332,3345,3320,3338.6,3333.746573,26919,4187,89741124,25,6.6
02-Apr-14,3344,3348.55,3300,3320.2,3331.884074,36256,4034,120800789,48.55,-23.8
01-Apr-14,3285,3322.85,3279.1,3310.6,3308.06897,42830,4542,141684594,43.75,25.6
31-Mar-14,3275,3304.2,3230.25,3278.85,3258.953302,105272,6054,343076532,73.95,3.85
28-Mar-14,3232.25,3270,3231,3257.75,3250.110327,46217,4693,150210349,39,25.5
27-Mar-14,3246,3262,3217,3228.5,3239.242787,35216,4078,114073174,45,-17.5
26-Mar-14,3264.95,3271.5,3232,3244.65,3250.022853,44371,4521,144206764,39.5,-20.3
25-Mar-14,3257,3279.5,3245,3251.6,3261.006472,35999,5118,117392972,34.5,-5.4
24-Mar-14,3280,3316.95,3270,3274.05,3283.329412,46841,6243,153794433,46.95,-5.95
22-Mar-14,3304,3311.75,3287,3293.95,3297.598833,4968,597,16382471,24.75,-10.05
21-Mar-14,3330,3337,3270.55,3305.25,3301.193081,85384,9574,281869070,66.45,-24.75
20-Mar-14,3275,3349,3272,3303,3319.471777,84364,9656,280043917,77,28
19-Mar-14,3360,3366.5,3240.15,3271.55,3270.012867,148520,17024,485662311,126.35,-88.45
18-Mar-14,3397.95,3412.8,3342,3349.25,3371.229191,52009,6135,175334259,70.8,-48.7
14-Mar-14,3357.5,3401,3341.35,3389.45,3382.79007,72186,7466,244190084,59.65,31.95
13-Mar-14,3430.2,3449,3340,3357.5,3388.891369,466221,38883,1579972323,109,-72.7
12-Mar-14,3680,3698.4,3651.9,3670.9,3671.682739,20885,2071,76683094,46.5,-9.1
11-Mar-14,3667,3706.95,3630,3672.75,3675.891712,35581,3624,130791903,76.95,5.75
10-Mar-14,3726.15,3726.6,3645.1,3672.75,3676.142239,45789,4815,168326877,81.5,-53.4
07-Mar-14,3825,3830.9,3705,3740.95,3776.687799,106127,7636,400808546,125.9,-84.05
06-Mar-14,3832,3846.35,3816.7,3835.7,3831.786258,17741,2002,67979720,29.65,3.7
05-Mar-14,3821,3840,3809.45,3815.3,3823.338739,27502,2452,105149462,30.55,-5.7
04-Mar-14,3764,3821,3763.7,3799.9,3799.540675,46183,3195,175474187,57.3,35.9
03-Mar-14,3823,3847.2,3780.1,3793.05,3813.155207,25946,2310,98936125,67.1,-29.95
28-Feb-14,3779,3832.1,3779,3820.2,3807.426903,25856,2739,98444830,53.1,41.2
26-Feb-14,3779.5,3809,3772,3803.85,3797.695747,28759,2838,109217932,37,24.35
25-Feb-14,3751.5,3790,3751.5,3782.7,3782.060557,104926,2038,396836486,38.5,31.2
24-Feb-14,3745,3755,3730,3750.75,3745.916879,20031,1422,75034461,25,5.75
21-Feb-14,3728,3755,3728,3751.7,3743.026257,15691,1947,58731825,27,23.7
20-Feb-14,3750,3750,3705.5,3713.7,3722.954496,20064,2571,74697359,44.5,-36.3
19-Feb-14,3689,3763.05,3689,3753.95,3732.612234,63038,5639,235296410,74.05,64.95
18-Feb-14,3652,3690.5,3651.1,3680,3675.034857,186819,2458,686566337,39.4,28
17-Feb-14,3670.25,3677,3650,3662.25,3664.358116,21803,2856,79894000,27,-8
14-Feb-14,3596,3655,3596,3645.6,3626.668622,31535,3122,114366995,59,49.6
13-Feb-14,3600,3618.8,3581,3586.45,3592.535741,24971,1985,89709210,37.8,-13.55
12-Feb-14,3606,3624.9,3592,3599.6,3608.286263,109249,4858,394201666,32.9,-6.4
11-Feb-14,3569,3622,3569,3595.8,3597.659733,61869,2805,222583610,53,26.8
10-Feb-14,3570.3,3584.15,3555.55,3568.5,3569.87025,60000,2013,214192215,28.6,-1.8
07-Feb-14,3580,3603.4,3548.05,3566.7,3591.613795,172639,5259,620052614,55.35,-13.3
06-Feb-14,3566.55,3583.9,3540.75,3563.45,3557.059558,87226,20386,310268077,43.15,-3.1
05-Feb-14,3576.1,3588,3540.6,3581.55,3569.634009,30192,2948,107774390,47.4,5.45
04-Feb-14,3588.1,3590,3550,3566.65,3568.586185,27029,3209,96455316,40,-21.45
03-Feb-14,3685,3692.5,3623.5,3628.7,3651.144394,39503,2637,144231157,69,-56.3
31-Jan-14,3704,3736.8,3613,3699.45,3708.000452,35369,3872,131148268,123.8,-4.55
30-Jan-14,3696.25,3717,3663,3704.75,3690.811671,30245,2764,111628599,54,8.5
29-Jan-14,3669.9,3743.9,3656.6,3717.65,3709.000021,47283,4380,175372648,87.3,47.75
28-Jan-14,3718.15,3718.15,3671,3677,3685.590317,18590,2469,68515124,47.15,-41.15
27-Jan-14,3718,3770,3718,3732.6,3741.929053,28613,2964,107067816,52,14.6
24-Jan-14,3769.05,3798,3754.45,3759.05,3773.960511,35200,3850,132843410,43.55,-10
23-Jan-14,3770,3799,3758.7,3792.8,3781.746012,61188,7966,231397475,40.3,22.8
22-Jan-14,3735,3775,3735,3767.1,3761.47633,36418,3767,136985445,40,32.1
21-Jan-14,3745,3770.5,3720,3755.65,3751.193092,68356,5558,256416555,50.5,10.65
20-Jan-14,3712,3760,3704,3749.9,3729.712575,183787,9524,685472685,56,37.9
17-Jan-14,3725,3759.9,3723.1,3728.05,3739.838832,138160,11792,516696133,36.8,3.05
16-Jan-14,3704,3737,3695,3724.7,3718.4188,162039,5773,602528864,42,20.7
15-Jan-14,3685.1,3723.1,3678,3710.55,3704.736902,137443,8415,509190154,45.1,25.45
14-Jan-14,3636,3697.3,3636,3688.85,3671.847387,58999,6366,216635324,61.3,52.85
13-Jan-14,3572,3674.4,3572,3665.7,3660.303316,200784,14872,734930341,102.4,93.7
10-Jan-14,3494,3575.2,3449,3548.9,3536.971792,494995,36950,1750783352,126.2,54.9
09-Jan-14,3435.6,3481.95,3417.3,3451.05,3453.108805,91099,12049,314574759,64.65,15.45
08-Jan-14,3466,3474,3420.85,3428.5,3437.022132,41931,3802,144117775,53.15,-37.5
07-Jan-14,3510,3522.25,3447,3457.4,3477.993172,40126,3776,139557954,75.25,-52.6
06-Jan-14,3580,3581,3470,3514.2,3527.098011,73512,6577,259284029,111,-65.8
03-Jan-14,3471,3572.05,3456,3565.45,3536.575418,79789,7999,282179816,116.05,94.45
02-Jan-14,3466.4,3507.4,3464.95,3474.75,3483.702501,36669,2891,127743887,42.45,8.35
01-Jan-14,3491,3497,3461.4,3466.4,3471.602807,23588,2034,81888167,35.6,-24.6
